Source,Title,Link
Forbes,The Future Of AI In Financial Services - Forbes,https://news.google.com/rss/articles/CBMilgFBVV95cUxPWkZOYnE5b2RrOTZjTmVDRGVqTHBqWG9NS0N3ZmZNMFdVQXVLMUUtc245eEJNa1VyU1FkS1M1T2dPUXNTTE5OUHhhVWVVSF9FcDVmYkJIM1RyeDd2YmtCbEhUQWVvbEt2d29sVVU5M2tfOGt1RTVTSGFKa1NWMV9ONlV0YndDSURGbG93YVFfRGZjaUxYZEE?oc=5
Bloomberg,Sonali Basak To Host ‘Bullish’ Financial Series For Bloomberg TV - Deadline,https://news.google.com/rss/articles/CBMif0FVX3lxTE5tRXI2bzI0OWZkRElpMVpNeDVDZFVnT2xNQlhEcHZnMVhTcVAteE94Rk9NWlVFZkc0VTVPSDktcThrWTVvbTlMZElTRUFDaWlPWG5hMGZwSnBuSU9raWhCNWpvZmFRV21qc3NFQVFsWWtRc0huV2ZFOFk4WjdRdW8?oc=5
Bloomberg,"Watch El-Erian: US-Ukraine Clash Amplifying Finance, Economic Issues - Bloomberg",https://news.google.com/rss/articles/CBMirgFBVV95cUxNbnhkUnltLTljczd0Z18wZjZWUTFCMERLVG4zV0lHNW1PVFh2XzlybndZSUUyU2ZEUGY1MFFqNndZckpSaW05eDU3cWN6Umd2ZHZUbng3c0pRN1ZrMENKWGlTNnFCOTdfU1diVkc1cVBsZVBNN3pRMk1RQUZzNGIwV0ZNNXBPVTNOdVZBVThIR0dwcXhrejBtV3VoV3pKZVpCQkRxSnkxVkRwYjhFQmc?oc=5
Bloomberg,"Citigroup almost sent $6 billion to wealth account in copy-paste error, Bloomberg reports - Reuters",https://news.google.com/rss/articles/CBMivAFBVV95cUxNWFJDalJ5ZkdhWUwwQ0RYT2FaeTJ6c1dNbjUzNkMtVnIxU085S1dRRGlxLWNpeGpLV3FuU2ZUS1JSNndFRVZqN1hSdE5ER0trOHBaYkI3UEVIUWtYMHdVQ1BVWW16MnhWVGtxT3RiV0o5a3RmSHI2QkktczdDY2M4bTQwRG1ENHQ1N1FMWTFPUFBqT1FqZ1hva0pReVRPajNuVVg3WFF0M1RmT3I0aVRCVEZvZHNpZVpyajlOdw?oc=5
Bloomberg,"AI-Run Funds, Four-Day Work Weeks: Investors Say Hype Is Real - Bloomberg",https://news.google.com/rss/articles/CBMirwFBVV95cUxQVWsxLS10aEZEV3l2STlreUZVZjlyaUJWWUNvcFNOcGdnX1h6WWZPLTdxWUM1SkZVZHd1X29tbGRkUmV0c3JxRmVOX3N4WUFSYW5VYkZOc1o0TmVYbGQyeTFzVlRzV3ItYXZaTEQ0QUM3UlVXSzRjNkZxWXNPZE1CdUhrSnNwcVVIVGJyNjEtZG5oNjVweDJoYjd3NzBDMjVJODhzbHgtcC1tUTMxYXJV?oc=5
Bloomberg,Finance Billionaire Closes In on Samsung’s Lee as Richest Korean - Bloomberg,https://news.google.com/rss/articles/CBMixAFBVV95cUxQUS1CUEtMT09SSmtqSW85d21LSlJaUTNqbkJlQzR4Z0xZa3BBTmFER2djczFOYjlGQ3RUZ1Q1QjFCbFYtTHczamh6MVJxbU91aWRsYkdoT2dmTERzVld1bmRyWjZGc1N3MjNKR0lPWjdQV0dNb3NHczlEZWxJUUZBR3dxdmNxWDltX0FaalN1aUl3LXhKYXlndlNyN3o0VU5KSmhCbWoxOFpybnBnNi02azVERTlfbWIyQkRucWhnRXhBUDZ0?oc=5
Bloomberg,NYC’s Finances Are Sinking with Key Gauge to Fall to 11-Year Low - Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxNUGQ3V3Y5TUZxUlRUMXFRZmhqUDN2Zmp3ZTRsZWhFcGJBYjBpRDBkRjVTcWx1TVRNa2dGelJ5b1NIZlVmT1U5ZmN5S2U1b2N1YTlPdDlOZGYwM295R1pDUFVKSEg0UnNTZHNmckJMcWZ3QUs3SkE5V1dmaGJ4TzRVM3FoeXRLTGZXbW9TX0p0c0FDajZOSU1zUXR0SUk0WHplYzVMTHNjYno2S21tZHdnNy1kYjZQQQ?oc=5
Bloomberg,Private Credit Eyeing Rescue Financing and Seeing Stress Signs - Bloomberg,https://news.google.com/rss/articles/CBMiswFBVV95cUxOUFFKS2FxeUpLSHlyT1ltTGlRNFkxLTgxTWlVR1J0VDV3ZU5hQUpDNUgwMkR0bE9kQzBYYXgwMU8xOEZreXNNNFE5ZWhpcWFxY09kQlVTaUtLUC1sSzFCQmtSY2dMZzlDN24wbGp0NVRhM251bmNpV24wOUxOWG92aTFqcE1NZFlCeUZ5YW5IMU85NzAxY3BMamtrcjJISDN0Sm13SHJ0ZzhEYTZFUEhHQWp2OA?oc=5
Bloomberg,Palantir to Expand AI Across Financial Firms Through TWG Venture - Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxPbVYxY0UzRTBtRXRGVURWdVdXNEZPTVYwZjU2cm1MWXZtWUZCajdrX05lcVRVNHlVZ05CaDRBbHJmbjRieElCVFBRSVVURkNEMEgxX2dFMlhxLXJGRTR3ZzdzQVdMVndfaVlRTGRpZTN6TzA2TTVHdmlHWU9NankwZS1kQnJLMkltdXFQUExhYmdTeERPWjVQSlRkUFlsVVBPSTFkaGtOYmVmNU9rR2VBRXZqTFduZw?oc=5
Bloomberg,UK Finance Billionaire Hires JPMorgan Veteran as Wealth Adviser - Bloomberg,https://news.google.com/rss/articles/CBMitAFBVV95cUxORnUyclY2WW84RVFqT2FNNl9EUWdGeEVfSVVWZm81RGkzUE5CUDdSeWU3TUdKV080Nlk5RG1TTE1oUEwtQjhsR3B1QWhxQzlqNkZrY3ZwMUc5MTh0MEdvLWpOV0xUMVVTODhwckxMSV9KLVV5SDRxZlphR1gteFhSY3lDQ2M5TC1UQzJhOC03TkhuZVV2bThUMU8zWU9FaWZDdzlmTVJmbXU2Vnc0cndPMW5sdnU?oc=5
Bloomberg,Bankers Prep $12 Billion Debt for Walgreens Boots Alliance (WBA) Deal - Bloomberg,https://news.google.com/rss/articles/CBMiswFBVV95cUxPZDl4N1NqeU1tLWNQZ0N5SXhXSUpuU1k4RjVwcE1FajFrRFpIalZJTnMtSkpMRUVUd3ZvVTlaOEFYeDZ5MFpBdnpHMUtHa2VuM21FQnZldy1UWXlBcEd4SFFZbVUxUW5uWUl0Z0M3bThJSnZqYmpKZDhwajJKQlVJTl9YUUVzbzBFUDZqbnBVVzc0T2RfcXREUmFleXVNenJvNk00WkRXSjFPT2JMcDl2TkZhOA?oc=5
Bloomberg,Financials Sector & Industry Performance - Bloomberg,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1HR3FkY2Jhd1lLdExZdG9JZlJBdV9ab0UzR1Y3RF9IMVpQLWthTms3aVU5eS00SmZ5aDFoNG50UnI2T3Q1RjJiLWVkd1hWSEJzOXlsTkVwT2ZVVzJyTnlUNmxn?oc=5
Bloomberg,"Watch Bloomberg Invest: Sigtech Founder, CEO Bin Ren on the Evolution of Quantitative Finance - Bloomberg",https://news.google.com/rss/articles/CBMipgFBVV95cUxQRnJZQWVNOC1nWmU1OHBTRk5uYzJOdVBOS2I3M3lWandUQU5zZUc3TXp3S1hYa1g0UEZyY3p1VVpQc2xXZjZ1ZHl4aTZUWWFjY2FPVmdZY2Q3ZTlFZzVXTkJ2dHNvZXEwNWdhU0lkTmJFTkdHSVo1SGEycVpvTG5zZkFxQXJLb25EenYzUzFBbWM2cjZ5cHZiTDZUZ1RDYkx3U1FzVldB?oc=5
Bloomberg,Climate Finance Unicorn Co-Founder Arrested on Fraud Charges - Bloomberg,https://news.google.com/rss/articles/CBMisAFBVV95cUxOeVJXU2dSQnVvcVN5SkhSb3RLaUZQaktIOUd6djRacS1XTlQyRFNrLTcweElhdEpVX0toVXlSd28xcEdaVHFnb1hMQTVndGRPbU53bWZ6TWx2N3REblhpWVpKZU05Y1dqSVVaX0JTS2EwRUFzVi1ZelBkdnpTanhsZnRKNzVWcU1lQVgxREswVEpOMDBkSms5Q2E4TV9XUVFMQ3AzR2pJNkNYNU9kdllOSw?oc=5
Bloomberg,Watch SM Investments On Trade War Impact On Philippines - Bloomberg,https://news.google.com/rss/articles/CBMipwFBVV95cUxOLWZUTm9mdVUyWTQtRWhTM2t2M3poSFZ6a0dyVTNWcHVoV21IZV9mTzJlc0hZbjNPbjJ0ZTFRejZGVWtTMmVaV1pRTzBQNkg0VWw3UzNMTDhGXzYxRDRuNWszSGQ4a1hfZ1NRV0o3WmdoY01ZcUhaMVN3VHdQaUhLNWdOLXh6WDZrM1gyM05IVVpGRlNSWGF3SWt6SWt6R1pYTDB4ejZOSQ?oc=5
Bloomberg,Tether Names Devasini as Chairman and Hires New Finance Chief - Bloomberg,https://news.google.com/rss/articles/CBMisgFBVV95cUxPX0xFMWtybFUyOURvVVZqbzlYVlRyTE91N0g4SUVONTN4YnFHQVplS0F5QXpRS2JydEZBSExqazQ1aFhoWXFudkg4cnQwNnh3aEtpMmYzT21leTF1a2plMlNtTnZCSktYTTA4NTlQSjdQTVRkc1kyV2t4Y3FCd0R2b3RkdUFOSm9hdDVkNjhRcklONTF3eTZiOUhHc3hLX2RueTh4WS1xOHBJbmtmUzEyQkZR?oc=5
Bloomberg,"Shriram Finance Plans Loan, Adding to Record $2 Billion Funding - Bloomberg",https://news.google.com/rss/articles/CBMisgFBVV95cUxNZmg1OXo0dUdGdFJrMXluc0JtcHJaRmJTdGVyTHFhc3gyWEJhUnhDbjl6MndpR1ctZ2RZck91NDNKa0Q4WFVLa1FQVVhrbTFHQ2IyNVN6ZkEtdEdTT1FpTGdIWWNSSHhyYnlxRUppT2s2ay1xTmVXVEhPZG1jSExTcHVVZTZJNWF3cXBjNlNiVjlmdDQ2dFhPR24xYll4X1htOTRVR3AzN2pxMC1vekFUT0pn?oc=5
Bloomberg,Watch SigTech CEO Ren on How AI & Finance Can Coexist - Bloomberg,https://news.google.com/rss/articles/CBMiogFBVV95cUxPWHJnT2h1cWFFaEFDMTk0N1N5Rlh2ZDBVUFl4bmttWUhUbU9tajJkaXo5XzZILXZlRFBTTVlwSVV0azlpQ3ctMzVRZWpacVlSYklfZHktLVEtQ0hEbzJILXZsRUE3eURRSG5mUy0xemN1WWEtNXVXRnNSVDAzUVVKT1dtVkQzRVBNQlRvMGh6ZUVTTjEzZzd2bkJScFZaNDcxc3c?oc=5
Bloomberg,Watch TCW's Koch Sees Opportunities in Rescue Finance - Bloomberg,https://news.google.com/rss/articles/CBMinAFBVV95cUxPSzVIa1BTZGRURHVqcGZ1dkJpMnNCQmhrUFVLVF9GRTl2d1RPcW5yTnFPMFdkQUtxbGZWQjV6VFJPLVZnZ3lCdXY1Z0lLd2FqeGExVVJlWkR5eWs2bW1CRlU2NHl5N0VTM050S2F6Znp3WXlxcXNxYl9pSDBVNnZPcVJBUE5oaEtrN3pGc2hzWlhtcEFITllmUmsyOU4?oc=5
Bloomberg,Watch SigTech CEO Bin Ren on AI and Finance - Bloomberg,https://news.google.com/rss/articles/CBMilwFBVV95cUxQZTNrRXlKRFBsZFN4NE9EUXFoR0o3aEdhS2xnamlyT1VjUFQzZUZkdnBQeWRIbVhXRzlkM2ZTcEphZ0U2TllYRm1pWGZ5eWxIWVZ5eEduVWFJYmpNbGJtX3dvYVFDaVhSN0FNYlVleDJGNmhjWjhjTklvWTdfU1hKT1ZZN1p3M1JSQnk1aGQ2dlY0OEtuRENJ?oc=5
Bloomberg,"Reform the Consumer Finance Watchdog, Don't Delete It - Bloomberg",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPcnNZd0dqRWhrV1hNWmRjLW9vQUNEREE0eFdiTzR1MUdsX1dKN0RKNmRuMWFmWHZKMzZ0WEZKbnJqZFR4VTVRM3A3LXhGeE1GRHYxMlNoVTFESFlVTmcyTDlWWEJXUWlUUWNvb0xFQUpDNjNOZ2trZGZFdHRjT0FQME1KT09udmJYVEkycmk3eFAzOERpczA0b0VhbHlsZGtyUHgtcVJLWFhienNSQUdoY1l0SHFDdVN1?oc=5
Bloomberg,India’s Power Finance Shoulders $1 Billion Adani Green Refi - Bloomberg,https://news.google.com/rss/articles/CBMirgFBVV95cUxQNVBRaDltMzFyVWo3cTg1SS0xS1plemZkSE0zWW9kcW1KN0phdkVHQnFYUXpBUHhZQ3NScGRnbVpvbEFpbU5nSnIwR3NLWjNXRnVUcDdMaXJ1bzBvNDNXTnJFa1VGSGdzVXlqa0hXMkxPcnRHeHZSWXhpdV9LSHpSQXBteVhRaFdickZwd085OTdsQTFkQndhTkVuV2JOdHFmZnRnMW9CUzhILUZPOWc?oc=5
Bloomberg,When Your Company’s Finance Chief Isn't Yours Alone - Bloomberg,https://news.google.com/rss/articles/CBMitAFBVV95cUxNYnNGd1pZeU1FNEhWU3MwZm9FaE1vUXFHYXhNT2ZPeHJRbTVERFpvRmNILWV0OUVSa3luRFNOOGFYNmNrQXdBZlRhbDdGNF94c3l3WF9jZ3ltVnJGSko3Qm85UU15bkpHWHd6eGh4UTgxMEsyWEtLYlRQdm1Kd2owV2xhWnpkVWhXQUdyb1ZLemRXY1dYT3I1RTU1b2t5TjU4SmF4Tlc3T3FmekQyTVN2VUpmZ0M?oc=5
Bloomberg,Watch Starmer Announces Plans For Further Ukraine Support - Bloomberg - Bloomberg,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQR0NFSEQtSkwyc0xRRHpOWlpza1FOcmpFTnRod1IyY0NFU3lTZE5vM0hHMnRrWDdOV3ZPaHdnVFVIc1ZlYWdQX2t6Q0xkN1B2SzlHTTBHQVNmTVliUnliZmZpbGlVaTJGYkFlcnM2NkhOTjYza2VGMjc4SHpOSlMyYVI4Z2toNy1zX2VFdXBiYzVxUXFzdDRBdEk2dW1EMm43TGJYTk9FNVdOdw?oc=5
Bloomberg,Bloomberg Pro Tips: Jumpstart your investment analysis | Insights | Bloomberg Professional Services - Bloomberg,https://news.google.com/rss/articles/CBMirwFBVV95cUxOc3NjREE1cmlPWWdHa25CSEU1amp6UFVubmRVYlFtM1NlWlpJaG9MSTVIeU5wM0hnTERENzNVNHlPLXRURkpkVnVGZEhjSjdfVExpU2ttb3pYaFFtZ09JTFBUdXlRU0V2RGQ5UG1qTEh2RXV2Z01QTlJnQzB4R0I1S0tzVFhZUnoyZEZFcW9ERjJ5LTNRc254WGdKbE9NVWpZOXdaSFdnU1JaTTd2eEI4?oc=5
Bloomberg,UK Development Finance Arm Plans Record $2.8 Billion Investment - Bloomberg,https://news.google.com/rss/articles/CBMiswFBVV95cUxQOUMtM0F4eXVxc0xDVUNTNk9KMG1DWkJ3YlBOUmVrcjJSaHJhT1dnNmdIaWpHVkczMDhQY2FRM2xoT3hwYXFEdGJfWmtZaGZrMkJqQzBEQ2VDT1dpMU44enZERjljbmpCLS1fUXdkdm5xSm1VRktJb045V05GSC1hT3RfRERCaTZDb05ha245Wm14QXI3Zk1vRDZ1UjZzLTZXWnBnZllLN191X3ltY09MX2Jldw?oc=5
Bloomberg,Apollo's Ditched Deal Teaches a Lesson in Hardball M&A - Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxNTmw5WjdzbHRHaS1qOFNDS0UtQXFnWkpoZ3VUQm1DYmluZGFQcTF0aWdTVktSOVpOV2JlbFBBZktHUUVlbWZtNlBiTVlLMVYxa2ZESlRVLWFVVDdDb3RjblQ5N0FIMTY4ZmxRc3NUWjZuSWRZbkQ0VVYyYVQ0SnYzUm9zaVlsdzVpaWVuWmg2MGxyckYxQ2FHcTRkN3JoMHhIQm5jWXJITjVBdkxGMHFfa2VTcDROdw?oc=5
Bloomberg,European Bonds Sell Off Amid German Market Swings: Markets Wrap - Yahoo Finance,https://news.google.com/rss/articles/CBMie0FVX3lxTE54ZTZiWGxocE9PYy1YMlBYT2V5YVVXV3VMWHlWWGhhNThRbDFhUWREa1pMdmIzSTJOVnprejM4dlBvcFNxQjlkNS1XTExrSWFtMjQzYXBBS3ZXT2t2SC0xaFNWSWtEQ0M4TG95TmthdTQ1anFLUDRlendBTQ?oc=5
Bloomberg,Japan’s SMFG Joins Wall Street-Led Exodus From Climate Group - Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxOZXBaMlBRRjJ2UElmcC1rRHc0OGxGVWFCMGpMZWh5eW4xSW9GNG0yUXRGa0xoUWJNZ18ta2NoRGVXRENFcUJmNjEwOTh1S0w3NGk4LVN6UGppVGhXWXBLTTJ2MC1QUVk2anVPOVVqdGZ6UGZ2SHVUa0FkNWJiMC1VUlhyQ0xYRGZ6TkVxUnpyRGxDZng0c2VhSGlvcE5FTUd1YW1Ld29BMXo5cjFMbmRQajc5SXNJZw?oc=5
Bloomberg,"Crypto, Inflation, Bonds: Your Investment Guide to a Risky Year - Bloomberg",https://news.google.com/rss/articles/CBMitwFBVV95cUxPRWh4ZGZsMm5wT0tHZ1dEYTliZTNJZXlPRHVMemFaWUs2blhzZE1JLXVjY0xuYWdSaGszbncwU3N3S0gtVmdZLXp2SFhWcm1tZnFqZG9oTk9pSlg3N21iWC1nTzFVRW93dEo2V1h0LWllY1ExQkVLSXBxVkpySUZJTlIyZkNuaTMzSDhYdVpFRjhGSDhDWmNpRGNNLUVHc0Z3R1VWR29RbWF1WC1aOUVDY1RNeEJnNXc?oc=5
Bloomberg,Bloomberg Invest: Blue Owl Co-CEO Marc Lipschultz on the Growing Dominance of Private Credit - Bloomberg,https://news.google.com/rss/articles/CBMipwFBVV95cUxQVk5zenVFMG5mY1VFaFlnaW93VzRuc01zbk1TakpxNmczMnhZT1d5Q2FQTnBCZk1KdlJaSnRiUGdDQS1yZ1JWSmVJUDVNenJsMC1XT3Z1TDNzeFM0dVNPbjN0UXhBcVpkMUNvNjBoQzJJd1Z4M3o1OTFZcnpuQ3BGbkpJTlhuZVNUZW1aQ3EzQnk5eVczZmFoaS16RG1oSzNObFdENDRIWQ?oc=5
Bloomberg,BOE’s Bailey Is a Top Candidate to Lead Global Finance Watchdog - Bloomberg,https://news.google.com/rss/articles/CBMitAFBVV95cUxQZHJNMENsMHVaVk1IZXl5SElwb3VyMnNUazk3QVllN1RHWjkzNFM1ZGtPdHI5Wk82MUYwLUszVUNVXzlVZ1UzS3NCRVBGMFVYS0UzaFhOcFJ4Vk5maWxsNmtNVTVMVkc2TklHQ3dHUVNudm5hSnpkVVNlV2FWSjdnSExzYWlnbnJoVnljVjdJVmtMclVaajlYSklMNjA5WnF4Vmw5T1MxcUlrWDBsUno5NjE2NGI?oc=5
Bloomberg,China Pledges to Keep Financing Costs Low for Private Companies - Bloomberg,https://news.google.com/rss/articles/CBMitAFBVV95cUxPVVVqYVVEZ09MeEdyLXRhWFNxM0FRcnpNajZLdnBOeC1Qd0Z3T3BfWnhzaGRaWG5QcjdhYnd2d2NRYTlQSlJoRE84OE01WWFoSHBGbnJySFhVeDh2ejFRWTRzemk0UlBLQ2pjYXhOVnJwMldEMk01SjRsWHY5dlFIUzZIdGI5Q1Bfd3FUdjdNNWtVM1lVUTlIRFQ5cDJrYU1NdHJoMWUwQjg4eWdyWjhWOU1XZWc?oc=5
Bloomberg,Meet Seven of America’s Top Personal Finance Influencers - Bloomberg,https://news.google.com/rss/articles/CBMivAFBVV95cUxOQ2tiRVlFbXJvc21kUDk1U2ViekxHaEFnZV84NnZpV2RaVFJuN1hCay1mMExaZ1dDM2F4aHpFZjEtMkhfT0pmZ1hiSzZScFhzdTdkZGYyTmJCLXRZMEtMOGN4UjRycC15MmItMnlmekRpeE5tZHp1V0ozOUdHdUlJVjRDZWFqZG5vR2lrdUhsOU1VZGFQbkkzRWZHWkNuRVJKSFhLMDExRXlRZkJpUUlJWDlfUENkQi1HRTdwMg?oc=5
Bloomberg,"Europe’s ESG Risk Rules Too Complex for Small Banks, Kukies Says - Bloomberg",https://news.google.com/rss/articles/CBMitAFBVV95cUxOdUJ3OGFvaWVTMWNhcjR6MUdKNmhpTVlnX0hPcTF4ODg5VDVlcXdGSFhmaTZVZWUxX25TenlUeHVBbDYzRUgzZzRMc2txNnU5M3RfNC1xMWFqZTY2SDdyaEZOaFdEbVJDa04tOXFTQklaOURUa2k4eDlJLU5qV0VJVjdxb1BLbE5KeVY2NXBfenU5XzlXTmVBNWNPcnJGVzVvRnRRRjFPLUJxMXNma0FsM3o5RFc?oc=5
Bloomberg,Finance Complaints Surge 40% as UK Motor Loan Caseload Grows - Bloomberg,https://news.google.com/rss/articles/CBMirwFBVV95cUxNUmg2NDRselB0UkMxN1VuY3JRMktlT3E3dGY5M0lxRFBuZktzTnFvTmdQbkxVNUxPdU5WOFBzQ2ExMkEwN04wN2RjczllVHVzaW8wdm5OeW5xSlMzQjNBeTBVUVVIVWdtN0lyRGZvalRWZGg2M29XeHA5akIzdTh5aTctODBBbHllejhtUGRyak9oNTRXWl9mLVdXNEFfUFRXaUp1TjZoaWYzbUtxQzYw?oc=5
Bloomberg,"AI Spotlight: Deepseek, Chinese Innovators & the Future of Tech - Bloomberg",https://news.google.com/rss/articles/CBMitwFBVV95cUxPQ2JXcjI2UWhzcW1QTlV5Q19QaEhmMzJRcHFiWkpZY3RMNHpEMnpoRERkMnFwQVN0bUs5SllxQ24zc2NzQ3BPZHJZaFFzaHN0b2pyWkt5bDV0MWlIRFFoTkpiaXk2NjJjbTZhWGVqN0dldHZDQWZlYV85NEpoWElrc0s3NU5obGZVUDZlNjNPZ1dwVGNoRVU3MVk3Z19lbWFyYjJFdExKcVF6cTZtUXRjQThmdElvdnM?oc=5
Bloomberg,Meta in Talks to Raise $35 Billion for Data-Center Financing Led by Apollo - Bloomberg,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNdFlETks1WXFxVTZvOFEyaDEtS3RydGM5TGM2c2dPVGEwX3ZnaHRDQUtjU0FwVTI4SkhXQ1hzcUx2a1BQUVljaDJwQWVNaTQtb2haaUJBX2dtOUk1XzRobDR0V0RDTll6WEszS0VNaVRiaC01emdqckJBRDlXa3BSMWhWTU0wUkZKZEZJZExxN09QQ2pJd1hrZlh3enZZRFVlUmpJSmRpdjhlSW9NeUtIbEVWQkN6WWN6OV80aDJJaFgzdw?oc=5
Bloomberg,Why ESG Faces Backlash and Its Future Under Trump 2.0 - Bloomberg,https://news.google.com/rss/articles/CBMikwFBVV95cUxONGd4djdMbnA1b2ZRamxNMlppRUNOZW1qSFIxM3pkZVYxamFlRld6bVpYVGN6Wm5qZWRFQnB3RFdzNmxHSi12ZHdGeXhXcHhZN2lkSDZrWDh4NXZIQjVvX21ILUlIa0dOaU5zWXdiOTdhT0RhbHEzRVRCOC1SeXhLNVFvUkd0YzJrUGg3RzdJTkRZOFk?oc=5
Bloomberg,Jes Staley Shines Spotlight on London Finance Elite In Epstein Legal Fight - Bloomberg,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOaEZoeW1aV3JRaDBLSTREUUl0d0I5ZkVhV2xVUUtyWGY2VkpxQjBaYkFHNzgyWFJ5YTJhTmh3enpNYnFEc3d4TkVjNU9zNWhpWmJQWi1OSU1YV3AzVmVSV1JDZ3I1bjhpM3RnNTZtNWczMU51QmNSZ2l3T3lESmJpLWdzTjlPODJOc2pNcWw5dzNnWWFuckNPVkRVcEYyNTd2RlFMVExhTFh0ZWF6eUp5S3hRbGRwVC0x?oc=5
Bloomberg,Alternative Asset Managers’ Race for Private Wealth Takes On New Twist - Bloomberg,https://news.google.com/rss/articles/CBMizgFBVV95cUxNMGh4b0ZwRU83TDVLbVd3Ri1WSklOOGMyYkhPS09fdDFpZ3QzSkJDYkFOZVRFYmVzUUNiQS00N1RGSE83d2VoX19BSnNJSC1rSU1qdTF5ZGVxR3FraHhBeUUwNTdESEd0aUdnd3FoZWdQUEFwTWM5NGNLYjBvN0VzN1RidUlQdEU4QnFQcXpoSGRPOFlrNy1oeXBXRXRjbWNYOVBoTWFWNFk1dTQzM2RtUHcwemR2eU5NT01jUUFma0VrandSMFVMRTVKRkpNdw?oc=5
Bloomberg,"B. Riley (RILY) Posts Continuing Operations Loss, Buyout Effort Ends - Bloomberg",https://news.google.com/rss/articles/CBMirwFBVV95cUxNVkt3SklyODdUbFpPOV9zVFhIcXpUOTJpamFxTXN1UURJLUs1b011STJaSDdxM3RnVDRrcmYtLTJjanYxWTI1ejRmTXctblJkOXJNV1RlZC1NQzZ4ejBfQXZtMm4yWVhzWUMzWE15NmhvZFprWUFkUkw3QW5MTHJUSXlRaWNMTjVPSTYwTXlnR0NtblRjV0xIY2N4UEh2YkhYNXhHYThZY3JxNlZyeTRJ?oc=5
Bloomberg,Can Gen Z Truly Opt Out of Capitalism? - Bloomberg,https://news.google.com/rss/articles/CBMilgFBVV95cUxOY1ZwMm1MUElSekZxbFIzUUczclBiLXBEU2l4MUlmYnM0QTlpQ3U1RTlVUDk5cks1ZWhVU3BoUlZiMzVLR25RUHd1MUY4UXpHRmRRTC1BRmpjQmVHaVNoQjhncGRHcmZkVEd1Xzd2SlZLMDkyQzNTbDlqRWYxbEMzNjc1WmZGWVpQdjlJbUpsemxEb2lORnc?oc=5
Bloomberg,Bloomberg Launches Climate Risk Management Solution To Help Investors Evaluate The Financial Impacts Of Climate Change On Portfolios - Bloomberg,https://news.google.com/rss/articles/CBMifEFVX3lxTE5WNHNCeG5Lbi0tMkwzanRBXzlCWnRpNDNFZlNpQWdCY1ZOeXAyZFBUeXAwdE9GRV95Y3RZWUxKVWxSRG1oUlVhMHhBMXFLX0JIRDNybjh1Yk9kU0RHcTRuek9qZUpoRng0WmttRFEzT1ZnOFdkdWdrdHV2VGI?oc=5
Bloomberg,"Country Garden Re-Engages Houlihan, CICC as Financial Advisers - Bloomberg",https://news.google.com/rss/articles/CBMivgFBVV95cUxOYzY1aVVZMmFLRVdkWTRsTmxKY2U4TVJZVndQdXFaekR0WG1RRWRlSDRYUDFDSVNkN3NFTXJ3V0VmUzBkLWRfcF90WXRNa0FlS01Tc29DalZXaThFcUE2OXMtVDU4MUx2c2xQSTN6RVhYMnB0N2UzQ1dCd0tKQVFEUlJCZGVfOEFsRnZnTFB4Z2FKbVRkaXNnVUI4eWwzMmpaajRmck93VnNaTVJ6Z0c4SXIydlRWekg1ZmJtUWVB?oc=5
Bloomberg,Watch Can Catastrophe Bonds Insure the Uninsurable? - Bloomberg,https://news.google.com/rss/articles/CBMimAFBVV95cUxOOUFKbXQ1TWp1NW0waTVpcGt4UWlDbXFNbHJ6V2VuRnZ2bFdocG9HbTQ2elJ0ZlgtVE96VGVnSkFFQURwTXBsVnFHdU92aXROMWNHdndwTDdfazBNMzZvWmxwWkhqV0JfTVlmRmFON2g1Zk54WkJEWk00dldGNkpvSVNoSTFyOUZCb2U3MWtKbUpGTUZMcWUwUg?oc=5
Bloomberg,UK Broadband Providers’ Roll-Out Ambitions Hit Financing Hurdles - Bloomberg,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNbHhkNFg3MzdPQ1BnSUhYV2RIMG5IYkE0c2R5djEyR2tQZTZKZlBtY2wzeHdNX0FHVC13b1l3VGg4SmFnVmtzcklsN3BkZWFkNFNSQ21CY0dmZ01QZmE5b3FjbkUwampKTjRfcEpwSFFHRXQxX1ZsbmtoVVRiVkhfMk5oQVFneGV2U1hIMEg1ckNPZW9IR1ExajZrRkVpVVhIRGZmUjV3bDBDTHZQNmR4ME5yb040dzRQ?oc=5
